word	phonetic	meaning_cn	category	bnc_rank	frq_rank	wordfreq_zipf	exchange_info	data_quality	example_sentence
burton	'bә:tn	n. 复滑车	n.	6550	0			ecdict_complete	
vocational	vәu'keiʃәnl	a. 职业的\n[法] 职业上的, 天职的	a.	5875	8293			ecdict_complete	
scotia	'skәuʃә	n. 凹形边饰	n.	20646	0			ecdict_complete	
farming	'fɑ:miŋ	n. 农业, 耕作	n.	3291	5105		0:farm/1:i/i:farming	ecdict_complete	
pharmacies	ˈfɑ:məsiz	n. 制药( pharmacy的复数形式 ) / 药店 / 药房 / （医院的）药房	n.	0	0		0:pharmacy/1:s	ecdict_complete	
fork	fɒ:k	n. 叉子, 叉状物, 分岔\nvi. 分支, 分歧\nvt. 做成叉形, 叉起\n[计] 派生指令	n.	5592	3758		s:forks/p:forked/i:forking/d:forked/3:forks	ecdict_complete	
troy	trɔi	n. 金衡, 金衡制, 特洛伊城\na. 用金衡制表示的	n.	12852	0			ecdict_complete	
roller	'rәulә	n. 滚筒, 滚轴, 压路机\n[化] 滚柱 / 托辊	n.	6996	6161		s:rollers/p:rollered/d:rollered/i:rollering	ecdict_complete	
batch	bætʃ	n. 一次所烘的面包, 一次所制之量, 一组, 批, 成批, 分批\nv. 成批, 分批处理\n[计] 一批	n.	5555	6640		s:batches/i:batching/d:batched/p:batched/3:batches	ecdict_complete	
organize	'ɒ:gәnaiz	vt. 组织, 有机化, 给予生机\nvi. 组织起来	vt.	2507	1643		d:organized/i:organizing/p:organized/3:organizes	ecdict_complete	
appreciated	əˈpri:ʃieitid	v. 感激( appreciate的过去式和过去分词 ) / 欣赏 / （充分）意识到 / 对…作（正确）评价	v.	0	35138		0:appreciate/1:dp/p:appreciated	ecdict_complete	
alter	'ɒ:ltә	v. 改变	v.	2121	2889		d:altered/i:altering/3:alters/p:altered	ecdict_complete	
latino	læ'ti:nәu, lә-	n. 拉丁美洲人	n.	0	5048		s:latinos	ecdict_complete	
ghana	'gɑ:nә	n. 加纳	n.	10786	0			ecdict_complete	
mixing	'miksiŋ	n. 混合, 混频\n[计] 混合	n.	8887	8451		0:mix/1:i/i:mixing/s:mixings	ecdict_complete	
skilled	'skild	a. 熟练的\n[经] 熟练的, 有技能的	a.	3807	4903			ecdict_complete	
fitted	'fitid	a. [表]配备的, 放在合适地位的\n[计] 拟定的	a.	12086	20389		0:fit/1:dp/d:fitted/p:fitted	ecdict_complete	
albuquerque	'ælbәk\\\\:ki	n. 阿尔伯克基（美国新墨西哥州中部大城）	n.	37368	0			ecdict_complete	
harmony	'hɑ:mәni	n. 协调, 和睦, 调和\n[电] 和声学	n.	4697	4669		s:harmonies	ecdict_complete	
distinguished	dis'tiŋgwiʃt	a. 卓著的, 著名的	a.	4724	5567		0:distinguish/1:dp/d:distinguished/p:distinguished	ecdict_complete	
asthma	'æsmә	n. 哮喘\n[医] 气喘	n.	7280	6569			ecdict_complete	
assumptions	ə'sʌmpʃnz	n. 假定, 臆断( assumption的复数形式 ) / （责任的）承担 / （他人债务的）承继 / [the A-][基督教]1)。 圣母升天	n.	0	0		0:assumption/1:s	ecdict_complete	
shareholders	'ʃeəhəʊldəz	n. 股东( shareholder的复数形式 )	n.	0	0		0:shareholder/1:s	ecdict_complete	
developmental	di.velәp'mentәl	a. 发展的, 进化的, 启发的\n[医] 发育的	a.	8246	4588			ecdict_complete	
rip	rip	n. 裂痕, 破绽, 拉裂, 浪子, 巨浪\nvi. 被拉开, 裂开, 猛冲\nvt. 撕, 扯, 劈	n.	4998	3572		p:ripped/d:ripped/i:ripping/3:rips/s:rips	ecdict_complete	
triangle	'traiæŋgl	n. 三角形, 三个一组, 三角关系\n[医] 三角, 三角形	n.	5296	5605		s:triangles	ecdict_complete	
amend	ә'mend	vt. 修改, 改善, 改良\nvi. 改过自新	vt.	4585	7371		d:amended/i:amending/p:amended/3:amends/s:amends	ecdict_complete	
oriental	.ɒ:ri'entl	n. 东方人, 亚洲人\na. 东方诸国的, 亚洲的, 东方的	n.	7045	8982		s:orientals	ecdict_complete	
reward	ri'wɒ:d	n. 报酬, 酬谢, 赏金\nvt. 奖赏, 酬谢, 给...应有报应	n.	2819	3392		s:rewards/d:rewarded/i:rewarding/p:rewarded/3:rewards	ecdict_complete	
windsor	'winzә	n. 温莎（地名, 伦敦西方的城市）	n.	5648	0			ecdict_complete	
zambia	'zæmbiә	n. 赞比亚\n[经] 赞比亚	n.	7459	0			ecdict_complete	
completing	kəmˈpli:tɪŋ	v. 完成 / 使完善( complete的现在分词 ) / 使完整 / 填写（表格）	v.	0	0		0:complete/1:i	ecdict_complete	
hydrogen	'haidrәdʒәn	n. 氢\n[化] 氢H-2	n.	5200	5103		s:hydrogens	ecdict_complete	
sprint	sprint	n. 短距离赛跑\nvi. 全速跑, 冲刺\nvt. 全速跑过	n.	12269	8582		p:sprinted/i:sprinting/s:sprints/d:sprinted/3:sprints	ecdict_complete	
comparable	'kɒmpәrәbl	a. 可比较的, 比得上的	a.	3741	4639			ecdict_complete	
chick	tʃik	n. 小鸡, 小鸟, 竹帘	n.	8245	7269		s:chicks/3:chicks	ecdict_complete	
advocate	'ædvәkeit	n. 提倡者, 拥护者\nvt. 主张, 提倡	n.	4031	2623		d:advocated/s:advocates/i:advocating/p:advocated/3:advocates	ecdict_complete	
confusion	kәn'fju:ʒәn	n. 混乱, 混淆, 无秩序\n[计] 含混	n.	2692	3335		s:confusions	ecdict_complete	
tray	trei	n. 托盘, 公文盘, 满盘, 发射箱\n[化] 淋盘	n.	3885	4469		s:trays	ecdict_complete	
thong	θɒ:ŋ	vt. 装皮带, 用皮鞭打\nn. 皮带, 皮鞭	vt.	24883	16448		s:thongs/i:thonging	ecdict_complete	
medal	'medl	n. 奖牌, 勋章\nvt. 授勋予	n.	4212	3451		s:medals	ecdict_complete	
paperbacks	ˈpeipəbæks	n. 平装本, 平装书( paperback的复数形式 )	n.	0	0		0:paperback/1:s	ecdict_complete	
coaches	kəutʃiz	n. 长途客运汽车( coach的复数形式 ) / （铁路）旅客车厢 / 教练 / 指导\nv. 训练, 辅导( coach的第三人称单数 )	n.	0	0		0:coach/1:s3	ecdict_complete	
harbour	'hɑ:bә	n. 港, 避难所\nv. 庇护, 藏匿, (使)入港停泊	n.	3526	36866		i:harbouring/s:harbours/p:harboured/3:harbours/d:harboured	ecdict_complete	
sol	sәul	n. 溶胶, 索尔(秘鲁货币单位)\n[化] 溶胶	n.	15943	0		s:sols	ecdict_complete	
sage	seidʒ	n. 圣人, 哲人, 鼠尾草属植物\na. 贤明的, 明智的	n.	11582	8214		s:sages/t:sagest/r:sager	ecdict_complete	
knives	naivz	pl. 刀子	pl.	0	0		0:knife/1:s	ecdict_complete	
vulnerable	'vʌlnәrәbl	a. 易受伤害的, 有弱点的, 易受影响的, 脆弱的, 成局的\n[医] 易损的	a.	2998	2955			ecdict_complete	
arrange	ә'reindʒ	v. 安排, 排列, 达成协议\n[计] 重排	v.	1324	2216		d:arranged/i:arranging/p:arranged/3:arranges	ecdict_complete	
artistic	ɑ:'tistik	a. 艺术的, 艺术家的, 富有艺术性的	a.	4141	3249			ecdict_complete	
bat	bæt	n. 蝙蝠, 球棒\nv. 用球棒打, 眨眼\n[计] 成批	n.	4758	3692		s:bats/p:batted/i:batting/3:bats/d:batted	ecdict_complete	
booth	bu:θ	n. 亭, 摊棚\n[经] 货摊, 电话间	n.	9834	4300		s:booths	ecdict_complete	
indie	'indi	n. 独立制片人, 独立制作的影(唱)片	n.	18035	17239			ecdict_complete	
reflected	ri'flektid	a. 反射的；得自他人的	a.	13826	14989		0:reflect/1:dp/p:reflected/d:reflected	ecdict_complete	
unified	'ju:nifaid	a. 统一的；一致标准的	a.	7265	7276		p:unified/0:unified/1:pd/d:unified	ecdict_complete	
bones	bәunz	n. 骨骼, 尸体	n.	0	0		1:s3/0:bone	ecdict_complete	
breed	bri:d	n. 种类, 品种\nv. 养育, 引起, 饲养, 繁殖	n.	3721	5698		s:breeds/d:bred/p:bred/i:breeding/3:breeds	ecdict_complete	
detector	di'tektә	n. 发现者, 检验器, 检波器\n[计] 检波器 / 检测器	n.	6230	5477		s:detectors	ecdict_complete	
polar	'pәulә	a. 两极的, 极地的, 正好相反的, 极性的\nn. 极线, 极面	a.	7165	6795		s:polars	ecdict_complete	
fallen	'fɒ:lәn	a. 堕落的, 落下来的, 陷落的\nfall的过去分词	a.	10003	7883		0:fall/1:d/d:fallen	ecdict_complete	
precise	pri'sais	a. 精确的, 严谨的, 明确的\n[机] 精密的, 正确的	a.	2761	3826			ecdict_complete	
sussex	'sʌsiks	n. 苏塞克斯（英国郡名）	n.	3575	0			ecdict_complete	
respiratory	ri'spaiәrәtәri	a. 呼吸的\n[医] 呼吸的	a.	9121	7481			ecdict_complete	
transexual	træn'seksjuәl. -ʃuәl. trɑ:n-	a. 有异性转化欲的	a.	0	0		s:transexuals	ecdict_complete	
mainstream	'meinstri:m	n. 主流	n.	5848	3528		i:mainstreaming/s:mainstreams	ecdict_complete	
invoice	'invɒis	n. 发票, 发货单\nv. 开发票, 记清单	n.	7318	15708		s:invoices/d:invoiced/p:invoiced/i:invoicing/3:invoices	ecdict_complete	
lip	lip	n. 唇, 口缘, 唇状构造\nvt. 以嘴唇碰, 轻轻说出\na. 口头上的\n[计] 大型互连网信息包	n.	1452	1582		s:lips/d:lipped	ecdict_complete	
subcommittee	'sʌbkә.miti	n. 小组委员会	n.	16223	7123		s:subcommittees	ecdict_complete	
sap	sæp	n. 树液, 体液, 活力, 坑道, 消弱, 警棍\nvt. 使排出体液, 使伤元气, 使衰竭, 挖坑道逼近, 逐渐侵蚀\nvi. 挖坑道, 消弱\n[计] 共享汇编程序, 结构分析程序, 符号汇编程序, 服务器广告协议	n.	12781	14653		d:sapped/p:sapped/i:sapping/3:saps/s:saps	ecdict_complete	
gather	'gæðә	n. 集合, 聚集\nvi. 聚集, 集合, 渐增\nvt. 使聚集, 搜集, 积聚	n.	1778	1347		d:gathered/p:gathered/i:gathering/3:gathers	ecdict_complete	
maternity	mә'tә:niti	n. 母性, 怀孕, 妇产科医院\na. 产妇的	n.	7122	11382		s:maternities	ecdict_complete	
backed	bækt	a. 有背的；有财力支持的	a.	34059	35712		0:back/1:dp/d:backed/p:backed	ecdict_complete	
alfred	'ælfrid	n. 阿尔佛雷德（男子名）	n.	5116	0			ecdict_complete	
colonial	kә'lәunjәl	a. 殖民的, 殖民地的\n[法] 殖民地居民	a.	4415	3321		s:colonials	ecdict_complete	
motels	məʊ'telz	n. 汽车旅馆( motel的复数形式 )	n.	0	0		0:motel/1:s	ecdict_complete	
embassy	'embәsi	n. 大使馆, 大使馆全体人员\n[经] 大使馆	n.	4389	5731		s:embassies	ecdict_complete	
cave	keiv	n. 洞, 穴\nvi. 凹陷, 塌落\nvt. 挖洞, 使凹陷, 损坏...的基础	n.	4161	3562		s:caves/p:caved/d:caved/i:caving/3:caves	ecdict_complete	
journalists	'dʒɜ:nəlɪsts	n. 新闻工作者, 新闻记者( journalist的复数形式 )	n.	0	0		0:journalist/1:s	ecdict_complete	
rebecca	ri'bekә	n. 丽贝卡（女子名, 寓意迷人的美）	n.	7378	0			ecdict_complete	
slight	slait	n. 轻蔑, 怠慢\na. 轻微的, 纤细的, 脆弱的, 苗条的\nvt. 轻视, 忽略, 怠慢	n.	2237	2982		t:slightest/r:slighter/s:slights/d:slighted/p:slighted/i:slighting/3:slights	ecdict_complete	
proceeds	'prәusi:dz	pl. 收益\n[经] 收入, 收款, 所得	pl.	0	7911		0:proceed/1:s3	ecdict_complete	
indirect	.indi'rekt	a. 间接的, 非直截了当的, 不坦率的\n[医] 间接的	a.	4235	6433			ecdict_complete	
amongst	ә'mʌŋst	prep. 在...当中, 在...之间, 在...之中	prep.	1997	7821			ecdict_complete	
wool	wul	n. 羊毛, 毛织物, 毛线, 绒线\n[医] 羊毛, 绒毛, 棉[花]	n.	3791	5569		s:wools	ecdict_complete	
arrest	ә'rest	n. 逮捕, 监禁\nvt. 拘捕, 抑制, 吸引, 阻止	n.	2134	2140		d:arrested/s:arrests/i:arresting/p:arrested/3:arrests	ecdict_complete	
volleyball	'vɒlibɒ:l	n. 排球	n.	24975	7896			ecdict_complete	
horizon	hә'raizәn	n. 地平线, 眼界, (天)视地平	n.	3831	3113		s:horizons	ecdict_complete	
nu	nju:	n. 希腊字母第13字	n.	17004	0		s:nus/r:nuer	ecdict_complete	
deeply	'di:pli	adv. 深刻地, 在深处, 深沉地	adv.	2327	2122			ecdict_complete	
toolbox	'tu:lbɒks	n. 工具箱\n[计] 工具箱	n.	28142	17283		s:toolboxes	ecdict_complete	
marina	mә'rinә	n. 码头	n.	12323	11239		s:marinas	ecdict_complete	
prizes	praiziz	n. 奖赏( prize的名词复数 ) / 值得竞争的东西 / 难能可贵的事物 / 难以争取的重要事物\nv. 珍视, 珍惜( prize的第三人称单数 )	n.	0	0		0:prize/1:s3	ecdict_complete	
bosnia	'bɔzniә	n. 波斯尼亚；波士尼亚	n.	5916	0			ecdict_complete	
decreased	di:ˈkri:st	v. （使）缩短, 减小, 减少( decrease的过去式和过去分词 )	v.	16625	12238		0:decrease/1:dp/p:decreased/d:decreased	ecdict_complete	
patio	'pɑ:tiәu	n. 屋子与花园之间的一片供晴天休息用的石砌空地	n.	9017	6874		s:patios	ecdict_complete	
tolerance	'tɒlәrәns	n. 宽容, 忍受, 容忍, 容许量, 公差\n[计] 允许误差	n.	6381	4670		s:tolerances	ecdict_complete	
surfing	'sә:fiŋ	n. 冲浪运动	n.	0	27516		0:surf/1:i/i:surfing	ecdict_complete	
creativity	.kri:ei'tiviti	n. 创造力, 创造性	n.	6722	4268			ecdict_complete	
lloyd	lɔid	n. 劳埃德（男子名）	n.	3248	0			ecdict_complete	
optics	'ɒptiks	n. 光学\n[化] 光学	n.	20417	9313			ecdict_complete	
pursue	pә'sju:	vt. 追赶, 追踪, 追随, 追求, 实行, 继续, 从事\nvi. 追赶, 继续	vt.	1976	1785		d:pursued/i:pursuing/p:pursued/3:pursues	ecdict_complete	
lightning	'laitniŋ	n. 闪电\nvi. 闪电\na. 闪电的	n.	6393	4562		s:lightnings	ecdict_complete	
overcome	.әuvә'kʌm	vt. 战胜, 克服, 胜过\nvi. 得胜	vt.	2462	2707		d:overcome/0:overcome/1:d/i:overcoming/p:overcame/3:overcomes	ecdict_complete	
eyed	aid	a. 有眼的	a.	32774	23878		0:eye/1:pd/p:eyed	ecdict_complete	
grab	græb	n. 抓握, 掠夺, 强占, 东方沿岸帆船\nvi. 抓取, 抢去\nvt. 攫取, 捕获, 霸占	n.	2777	1477		p:grabbed/i:grabbing/d:grabbed/3:grabs/s:grabs	ecdict_complete	
inspector	in'spektә	n. 检查员, 巡视员\n[化] 检查员	n.	2267	3550		s:inspectors	ecdict_complete	
attract	ә'trækt	vt. 吸引, 诱惑\nvi. 有吸引力	vt.	1477	1867		d:attracted/p:attracted/3:attracts/i:attracting	ecdict_complete	
brighton	'braitn	n. 布赖顿（英国南部城市）	n.	4398	0			ecdict_complete	
ellis	'elis	n. 埃利斯（男子名, 等于Elias）	n.	5825	0			ecdict_complete	
disable	dis'eibl	vt. 使失去能力, 使残废, (律)使无资格\n[计] 使无效, 禁止, 关闭	vt.	11465	11005		d:disabled/p:disabled/i:disabling/3:disables	ecdict_complete	
snake	sneik	n. 蛇, 阴险的人\nvi. 曲折行进\nvt. 迂回, 拉, 急抽	n.	5064	3481		s:snakes/p:snaked/i:snaking/3:snakes/d:snaked	ecdict_complete	
succeed	sәk'si:d	vi. 成功, 继承, 继续\nvt. 继承, 接替	vi.	1741	2018		d:succeeded/p:succeeded/3:succeeds/i:succeeding	ecdict_complete	
leonard	'lenәd	n. 伦纳德（男子名）	n.	5856	0			ecdict_complete	
lending	'lendiŋ	n. 出借, 出借物\na. 出借	n.	6735	8648		0:lend/1:i/i:lending/s:lendings	ecdict_complete	
reminder	ri'maindә	n. 提醒的人, 暗示\n[经] 催单	n.	4679	4390		s:reminders	ecdict_complete	
nipple	'nipl	n. 乳头, 奶头, 奶嘴\n[化] 螺纹接口 / 螺纹接套	n.	10590	8851		s:nipples/3:nipples/p:nippled	ecdict_complete	
xi	sai. zai. ksai. ksi:	n. 希腊字母的第14个字母；粒子（等于xi particle）	n.	10505	0		s:xis	ecdict_complete	
searched	sə:tʃt	v. 找寻( search的过去式和过去分词 ) / 搜查 / 探查 / [医学]（用仪器）探测（外伤）	v.	0	0		0:search/1:pd	ecdict_complete	
behavioral	bi'heivjәrәl	a. 行为的	a.	0	3752			ecdict_complete	
riverside	'rivәsaid	n. 河边, 河畔	n.	12153	17851		s:riversides	ecdict_complete	
bathrooms	'bæθrums	n. 浴室( bathroom的复数形式 ) / 盥洗室 / （带抽水马桶的）厕所 / 卫生间	n.	0	0		0:bathroom/1:s	ecdict_complete	
plains	pleinz	n. 平地, 平原（plain的复数）	n.	0	0		1:s3/0:plain	ecdict_complete	
initiated	iˈniʃieitid	v. 开始( initiate的过去式和过去分词 ) / 传授 / 发起 / 接纳新成员	v.	42771	30823		0:initiate/1:dp/p:initiated/d:initiated	ecdict_complete	
za	zɑ:	n. 南非	n.	0	0			ecdict_complete	
karaoke	'kærә.әuki. kærә'әuki	n. 卡拉OK；卡拉OK录音, 自动伴奏录音	n.	24951	16662		s:karaokes	ecdict_complete	
trap	træp	n. 圈套, 陷阱, 诡计, 存水弯\nvi. 设圈套, 设陷阱\nvt. 诱捕, 诱骗, 抓住, 使受限制\n[计] 俘获 / 陷井	n.	3373	3538		d:trapped/s:traps/p:trapped/i:trapping/3:traps	ecdict_complete	
lonely	'lәunli	a. 孤单的, 孤寂的, 荒凉的	a.	3842	4002		t:loneliest/r:lonelier	ecdict_complete	
fool	fu:l	n. 愚人, 受骗者, 奶油拌水果\nvt. 愚弄, 欺骗, 浪费\nvi. 干傻事, 开玩笑, 游荡\na. 傻的	n.	3660	4030		s:fools/d:fooled/i:fooling/p:fooled/3:fools	ecdict_complete	
nonprofit	nɒn'prɒfit	a. 非赢利的, 无利可图的\n[法] 非营利的, 无利可图的	a.	0	3837			ecdict_complete	
lancaster	'læŋkәstә	n. 兰开斯特（美国成市）	n.	5090	0			ecdict_complete	
hereby	hiә'bai	adv. 因此, 据此	adv.	13022	18812			ecdict_complete	
observe	әb'zә:v	vt. 觉察到, 遵守, 注意到, 庆祝\nvi. 注意, 评论	vt.	1288	1294		d:observed/p:observed/i:observing/3:observes	ecdict_complete	
attitudes	ˈætitju:dz	n. 态度( attitude的复数形式 ) / [戏剧]（表演时的）姿势 / 姿态 / 倾向	n.	0	0		0:attitude/1:s	ecdict_complete	
berry	'beri	n. 浆果\nvi. 采集浆果	n.	10034	6096		s:berries/3:berries/p:berried/i:berrying/d:berried	ecdict_complete	
collar	'kɒlә	n. 衣领, 颈圈\nvt. 控制, 扭住衣领, 给...装上领子	n.	4205	4548		s:collars/i:collaring/p:collared/3:collars/d:collared	ecdict_complete	
simultaneously	simәl'teiniәsly; (?@) saim-	adv. 同时发生, 一齐, 同时, 同时存在	adv.	3788	3662			ecdict_complete	
racial	'reiʃәl	a. 人种的, 种族的\n[医] 种族的	a.	4592	2243			ecdict_complete	
integrate	'intigreit	vt. 综合, 使完整, 使成整体\nvi. 成一体\na. 完整的, 完全的	vt.	3349	3431		d:integrated/i:integrating/3:integrates/p:integrated	ecdict_complete	
bermuda	bә'mju:dә	n. 百慕大岛	n.	14968	0		s:bermudas	ecdict_complete	
sociology	.sәusi'ɒlәdʒi	n. 社会学\n[医] 社会学	n.	3612	8002		s:sociologies	ecdict_complete	
mobiles	'məʊbaɪlz	abbr. motion sculptures (plastic forms in motion) 运动雕塑（运动造型）\nn. 风铃, （可随风摆动的）悬挂饰物( mobile的复数形式 )	abbr.	0	0		0:mobile/1:s	ecdict_complete	
confident	'kɒnfidәnt	a. 有信心的, 有把握的	a.	2580	2866			ecdict_complete	
officially	ә'fiʃәli	adv. 作为公务员, 职务上, 官方地	adv.	3779	4075			ecdict_complete	
consortium	kәn'sɒ:tjәm	n. 协会, 合伙, (国际性)财团\n[经] 合作, 联合, 财团	n.	6238	8081		s:consortiums	ecdict_complete	
dies	'daii:z	v. 死亡；凋谢；消失（动词die的第三人称单数形式）	v.	0	0		0:die/1:3s	ecdict_complete	
terrace	'terәs	n. 阶地, 梯田, 房屋之平顶, 阳台, 沿岸防地, 露台\na. 叠层式的\nvt. 使成梯田, 使成有平台屋顶	n.	3137	6431		s:terraces/i:terracing/p:terraced/3:terraces/d:terraced	ecdict_complete	
bacteria	bæk'tiәriә	pl. 细菌\n[医] 细菌, [无芽胞]杆菌	pl.	0	3611		0:bacterium/1:s	ecdict_complete	
seafood	'si:fu:d	n. 海味, 海鲜, 鱼类	n.	15996	6817		s:seafoods	ecdict_complete	
novels	'nɔvәlz	n. 小说（novel的复数）	n.	0	0		0:novel/1:s	ecdict_complete	
playboy	'pleibɒi	n. 花花公子, 乖巧的人	n.	19818	19379		s:playboys	ecdict_complete	
ought	ɒ:t	aux. 应该, 大概\nn. 责任	aux.	1546	1755			ecdict_complete	
delicious	di'liʃәs	a. 美味的	a.	5437	4985			ecdict_complete	
traditions	trə'dɪʃnz	n. 传统( tradition的复数形式 ) / 惯例	n.	0	0		0:tradition/1:s	ecdict_complete	
jail	dʒeil	n. 监牢, 监狱, 拘留所\nvt. 监禁, 下狱	n.	5079	2528		d:jailed/s:jails/p:jailed/i:jailing/3:jails	ecdict_complete	
safely	'seifli	adv. 安全地, 确实地	adv.	3916	4266			ecdict_complete	
finite	'fainait	a. 有限的, 有穷的, 限定的\nn. 有限物	a.	8060	9670		s:finites	ecdict_complete	
kidney	'kidni	n. 肾, 个性\n[医] 肾	n.	6010	5152		s:kidneys	ecdict_complete	
periodically	,piәri'ɔdikəli	adv. 定期, 循环, 间歇, 周期, 定期刊行, 期刊	adv.	9640	7046			ecdict_complete	
durable	'djurәbl	a. 持久的, 耐用的	a.	10004	7949		s:durables/3:durables	ecdict_complete	
allied	ә'laid	a. 联盟的, 联姻的, 联系起来的	a.	4605	5905		0:ally/1:dp/d:allied	ecdict_complete	
moisture	'mɒistʃә	n. 湿气, 水分, 降雨\n[化] 含水量 / 含湿量	n.	7063	5447			ecdict_complete	
hungarian	hʌŋ'gєәriәn	a. 匈牙利的, 匈牙利人的, 匈牙利语的\nn. 匈牙利人, 匈牙利语	a.	6248	10134		s:hungarians	ecdict_complete	
roster	'rɒstә	n. 花名册	n.	19578	6473		s:rosters/d:rostered/i:rostering	ecdict_complete	
spencer	'spensә	n. 针织短外衣, 斜桁纵帆	n.	4594	0			ecdict_complete	
wichita	'witʃitɔ:	n. 威奇托（美国堪萨斯州城市）	n.	45860	0			ecdict_complete	
nasdaq	'næz,dæk	abbr. 全国证券交易商自动报价系统协会（National Association of Securities Dealers Automated Quotation）	abbr.	0	0			ecdict_complete	
uruguay	'uru^wai	n. 乌拉圭\n[经] 乌拉圭	n.	10873	0			ecdict_complete	
transform	træns'fɒ:m	vt. 使转换, 改变, 改造, 使...变形\nvi. 改变, 转化, 变换\n[计] 变换	vt.	2693	2185		d:transformed/i:transforming/p:transformed/3:transforms	ecdict_complete	
timer	'taimә	n. 计时员, 计时器\n[计] 计时器	n.	12427	11074		s:timers	ecdict_complete	
tablets	'tæblɪts	n. 药片( tablet的名词复数 ) / （木、竹）简 / 碑 / 一块肥皂	n.	0	0		0:tablet/1:s	ecdict_complete	
tuning	'tju:niŋ	n. 调音, 调谐, 协调\n[计] 调整	n.	16693	17980		0:tune/1:i/s:tunings/i:tuning	ecdict_complete	
educators	'edʒʊkeɪtəz	n. （尤指作为一种职业的）教育工作者, 教员, 教师( educator的复数形式 )	n.	0	0		0:educator/1:s	ecdict_complete	
tyler	'tailә	n. 泰勒（男子名）；秘密会所看守人（共济会的）	n.	12679	0			ecdict_complete	
vegetable	'vedʒәtәbl	n. 蔬菜, 植物, 无精打采之人\na. 蔬菜的, 植物的	n.	2818	1934		s:vegetables	ecdict_complete	
verse	vә:s	n. 诗, 韵文, 诗句\nvt. 用诗表达\nvi. 作诗	n.	3540	5446		s:verses/d:versed/i:versing/p:versed/3:verses	ecdict_complete	
highs	haɪ	a. 高的；高级的；崇高的；高音调的\nn. 高水平；天空；由麻醉品引起的快感；高压地带\nadv. 高；奢侈地\nn. (High)人名；(英)海伊	a.	0	0		0:high/1:s	ecdict_complete	
independently	.indi'pendәntli	adv. 独立地, 自立地	adv.	4568	5654			ecdict_complete	
wanting	'wɒntiŋ	a. 欠缺的, 不足的, 不够格的\nprep. 没有, 缺少	a.	13677	13860		0:want/1:i/i:wanting	ecdict_complete	
custody	'kʌstәdi	n. 监护, 拘留, 监禁\n[经] 保管, 照顾, 保护	n.	4395	4422			ecdict_complete	
scratch	skrætʃ	n. 抓痕, 搔, 抓, 擦伤, 刮擦声, 乱写, 零分, 起跑线\nvt. 搔, 抓, 挖出, 擦, 刮, 乱涂, 勾抹掉\nvi. 搔, 抓, 发刮擦声, 勉强糊口\na. 碰巧的, 凑合的, 打草稿用的\n[计] 擦除	n.	5023	4644		i:scratching/p:scratched/s:scratches/d:scratched/3:scratches	ecdict_complete	
alignment	ә'lainmәnt	n. 队列, 结盟, 校正\n[计] 校准 / 对齐 / 对准	n.	8946	7898		s:alignments	ecdict_complete	
masturbating	ˈmæstəbeitɪŋ	v. （对…）进行手淫( masturbate的现在分词 )	v.	0	0		0:masturbate/1:i/i:masturbating	ecdict_complete	
competitors	kəm'petɪtəz	n. 竞争者( competitor的复数形式 ) / 对手 / 参赛者 / 竞赛者	n.	0	0		0:competitor/1:s	ecdict_complete	
rocket	'rɒkit	n. 火箭, 烟火\nvi. 急升, 猛涨, 飞驰\nvt. 用火箭运载	n.	6074	4094		s:rockets/d:rocketed/p:rocketed/3:rockets/i:rocketing	ecdict_complete	
aye	ai	n. 赞成票, 投赞成票者\nadv. 永远\ninterj. (表决时说)赞成	n.	1801	10386		s:ayes	ecdict_complete	
bullet	'bulit	n. 子弹\n[医] 弹, 子弹, 距节(马)	n.	4735	2739		s:bullets	ecdict_complete	
lace	leis	n. 饰带, 花边, 缎带, 鞋带\nvt. 结带子, 饰以花边\nvi. 系带子\n[计] 全穿孔	n.	4847	6642		s:laces/d:laced/p:laced/i:lacing/3:laces	ecdict_complete	
nasty	'nɑ:sti	a. 污秽的, 下流的, 险恶的	a.	3646	4476		s:nasties/r:nastier/t:nastiest/3:nasties	ecdict_complete	
visibility	.vizi'biliti	n. 可见性, 能见度, 能见距离\n[计] 可见性	n.	8561	7273			ecdict_complete	
latitude	'lætitju:d	n. 纬度, 范围\n[化] 宽容度 / 伟度	n.	10209	7992		s:latitudes	ecdict_complete	
consciousness	'kɒnʃәsnis	n. 意识, 知觉, 自觉\n[医] (有)意识, 清醒	n.	2985	3224		s:consciousnesses	ecdict_complete	
tumor	'tju:mә	n. 肿大, 肿块, 瘤, 赘生物, 肿瘤\n[医] 瘤 / 肿胀, 肿块	n.	0	4162		s:tumors	ecdict_complete	
ugly	'ʌgli	a. 丑陋的, 邪恶的, 险恶的, 不祥的\nn. 丑陋的人(或物)	a.	4485	3262		t:ugliest/r:uglier/s:uglies	ecdict_complete	
deposits	diˈpɔzits	n. 存放( deposit的名词复数 ) / 订金 / 寄存处 / 储蓄\nv. 存放( deposit的第三人称单数 ) / （尤指小心地或准确地）放置 / 付（保证金） / （把硬币）放入（自动售货机）	n.	0	0		0:deposit/1:s3	ecdict_complete	
mistress	'mistris	n. 主妇, 女主人, 情妇	n.	4800	7187		s:mistresses	ecdict_complete	
